# Protein abundances computed from file 'C:\Users\timot\AppData\Local\Temp\knime_KNIME_project78896\fs-IDMer_0-71-78920\000\000\IDMerger_0\20170419_GM_Cyano_1000_R1_BC1_01_2485.mzML.idXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'Crux_0000-00-00T00:00:00', 2: 'Crux_2019-01-09T17:14:07', 3: 'Crux_2019-01-09T17:14:11', 4: 'Crux_2019-01-09T17:14:16', 5: 'Crux_2019-01-09T17:14:20', 6: 'Crux_2019-01-09T17:14:28', 7: 'Crux_2019-01-09T17:14:35', 8: 'Crux_2019-01-09T17:14:43', 9: 'Crux_2019-01-09T17:14:51', 10: 'Crux_2019-01-09T17:14:58'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"sll0648"	1	0	24	19	19	16	17	16	18	10	14	15	19
"sll0649"	1	0	39	11	12	7	10	6	31	32	21	26	29
"sll0650"	1	0	1	0	1	0	0	0	0	0	0	1	0
"sll0654"	1	0	49	24	16	19	20	12	39	31	41	30	38
"sll0656"	1	0	36	6	6	7	14	7	28	25	25	20	20
"sll0657"	1	0	16	17	19	13	16	21	8	12	8	4	4
"sll0658"	1	0	9	2	1	1	2	2	16	24	29	31	27
"sll0659"	1	0	47	12	16	6	16	18	32	39	46	42	35
"sll0660"	1	0	23	19	6	12	14	16	41	27	25	26	32
"sll0661"	1	0	15	10	18	9	15	17	12	8	9	17	12
"sll0662"	1	0	18	7	6	6	7	7	18	10	17	12	13
"sll0664"	1	0	47	10	18	13	22	17	26	38	36	21	25
"sll0665"	1	0	2	0	0	0	0	3	4	0	4	4	0
"sll0666"	1	0	8	1	1	3	1	0	2	2	6	3	11
"sll0667"	1	0	11	7	16	12	11	7	16	8	9	7	9
"sll0668"	1	0	9	3	3	8	3	2	9	8	4	1	1
"sll0669"	1	0	13	7	4	3	4	7	15	14	8	5	12
"sll0670"	1	0	15	3	3	7	3	5	5	5	3	5	4
"sll0671"	1	0	47	22	13	26	20	29	25	28	37	38	18
"sll0672"	1	0	102	57	68	58	45	70	72	71	75	78	53
"sll0676"	1	0	25	12	10	5	9	5	19	18	15	20	20
"sll0678"	1	0	7	10	3	11	9	2	14	6	11	10	9
"sll0679"	1	0	38	12	21	22	18	15	19	19	26	30	24
"sll0680"	1	0	28	17	10	7	14	6	17	25	21	24	16
"sll0681"	1	0	17	11	8	13	9	6	13	15	8	10	9
"sll0682"	1	0	12	1	3	5	4	0	4	3	5	4	4
"sll0683"	1	0	39	27	9	9	16	14	23	37	31	33	28
"sll0684"	1	0	32	26	19	26	20	21	36	29	37	28	30
"sll0685"	1	0	16	4	12	8	10	9	10	10	15	11	12
"sll0686"	1	0	6	2	0	2	1	1	0	2	1	1	1
"sll0687"	1	0	24	2	4	4	5	3	13	3	10	10	10
"sll0688"	1	0	21	5	11	2	10	7	6	12	16	10	11
"sll0689"	1	0	21	7	9	19	14	3	17	19	8	20	24
"sll0690"	1	0	17	18	10	16	16	7	17	19	18	15	3
"sll0691"	1	0	11	6	13	10	7	8	14	13	9	6	7
"sll0696"	1	0	13	16	14	10	11	12	20	17	17	17	13
"sll0698"	1	0	75	19	15	20	21	16	52	58	39	57	49
"sll0702"	1	0	3	1	3	1	1	0	6	3	3	5	8
"sll0703"	1	0	36	10	3	16	12	9	20	25	30	29	18
"sll0704"	1	0	38	16	12	16	22	5	32	22	15	18	31
"sll0708"	1	0	30	8	7	8	12	5	14	12	14	14	16
"sll0709"	1	0	104	51	44	49	50	35	70	68	69	65	71
"sll0710"	1	0	123	62	46	61	67	45	84	89	86	77	97
"sll0711"	1	0	26	3	6	3	7	12	16	23	17	21	16
"sll0712"	1	0	39	16	13	17	29	21	36	32	39	28	23
"sll0716"	1	0	17	5	1	5	3	2	8	8	17	8	5
"sll0720"	1	0	16	10	4	8	9	8	9	10	11	11	9
"sll0721"	1	0	69	34	22	28	25	28	62	56	51	54	44
"sll0722"	1	0	34	20	17	19	26	9	21	22	25	27	24
"sll0723"	1	0	131	62	60	65	43	57	83	81	79	86	80
"sll0726"	1	0	60	36	21	30	38	34	86	62	75	83	69
"sll0727"	1	0	31	20	10	14	15	11	17	13	14	18	22
"sll0728"	1	0	50	14	19	18	25	29	38	49	50	58	51
"sll0729"	1	0	49	36	23	27	16	24	42	30	45	51	39
"sll0732"	1	0	18	5	3	4	9	1	8	8	12	4	2
"sll0733"	1	0	22	8	12	8	9	10	18	13	13	12	13
"sll0735"	1	0	80	46	44	36	37	44	111	120	93	104	78
"sll0736"	1	0	44	13	5	10	11	7	23	26	13	20	18
"sll0737"	1	0	41	16	9	16	6	14	14	16	17	21	19
"sll0738"	1	0	16	9	3	8	3	5	6	6	11	10	6
"sll0739"	1	0	55	29	38	33	28	31	23	36	22	27	34
"sll0740"	1	0	54	19	26	21	18	17	50	51	39	41	38
"sll0741"	1	0	148	84	59	57	88	77	97	98	104	88	102
"sll0742"	1	0	43	29	33	33	27	32	41	32	52	41	41
"sll0743"	1	0	23	12	8	9	14	14	18	25	27	15	22
"sll0744"	1	0	31	8	5	4	9	7	21	13	19	22	23
"sll0745"	1	0	36	19	21	13	16	33	39	30	46	50	35
"sll0749"	1	0	10	11	12	16	10	11	16	16	9	11	15
"sll0750"	1	0	37	25	19	20	18	16	37	43	36	36	27
"sll0751"	1	0	13	23	21	6	21	19	10	9	9	15	23
"sll0752"	1	0	29	7	11	10	10	9	23	19	19	18	21
"sll0753"	1	0	30	14	12	15	12	14	19	20	18	24	18
"sll0754"	1	0	28	8	9	15	6	9	24	17	14	21	24
"sll0755"	1	0	23	16	14	17	18	14	22	28	16	24	17
"sll0756"	1	0	9	4	1	2	2	1	9	6	7	1	4
"sll0757"	1	0	60	19	16	28	20	28	42	40	44	43	46
"sll0759"	1	0	38	21	13	19	14	18	15	15	17	15	20
"sll0760"	1	0	5	4	1	3	1	0	4	4	5	2	0
"sll0761"	1	0	14	7	1	3	5	8	19	14	17	10	9
"sll0762"	1	0	9	1	3	5	1	2	3	4	5	2	7
"sll0763"	1	0	4	6	2	6	10	2	3	2	4	1	2
"sll0764"	1	0	43	3	10	8	13	5	28	36	35	29	30
"sll0765"	1	0	39	20	12	22	27	19	36	38	40	40	23
"sll0766"	1	0	28	16	8	14	12	12	18	29	19	16	19
"sll0767"	1	0	40	13	10	13	10	12	27	21	22	32	26
"sll0771"	1	0	15	24	8	17	10	20	13	11	17	22	12
"sll0772"	1	0	27	4	5	10	7	8	13	15	11	14	12
"sll0775"	1	0	19	10	11	9	7	12	18	19	10	9	15
"sll0776"	1	0	74	23	24	36	34	28	25	31	32	47	49
"sll0777"	1	0	36	23	24	27	31	25	33	33	34	49	40
"sll0778"	1	0	68	22	22	27	18	21	39	36	44	38	40
"sll0779"	1	0	106	51	42	39	39	36	85	75	66	56	88
"sll0780"	1	0	8	1	2	2	0	1	1	1	2	1	1
"sll0781"	1	0	38	25	22	18	14	20	37	53	51	28	37
"sll0782"	1	0	45	16	6	11	21	11	19	19	25	20	27
"sll0783"	1	0	18	9	11	15	12	16	19	21	21	37	16
"sll0784"	1	0	33	12	15	10	13	13	17	25	20	23	14
"sll0785"	1	0	49	23	10	28	14	22	45	34	42	32	23
"sll0786"	1	0	14	2	11	11	11	5	4	10	10	10	5
"sll0787"	1	0	17	1	6	5	10	3	12	14	8	20	12
"sll0788"	1	0	6	1	2	3	0	0	4	6	5	4	4
"sll0789"	1	0	8	0	0	1	1	0	8	6	6	3	3
"sll0790"	1	0	6	3	3	1	1	4	3	4	6	5	4
"sll0792"	1	0	20	9	5	7	5	7	14	15	16	18	19
"sll0793"	1	0	5	0	0	0	1	1	3	2	3	1	0
"sll0794"	1	0	25	9	5	9	9	4	17	14	11	22	24
"sll0797"	1	0	25	5	3	3	5	8	18	14	31	17	16
"sll0798"	1	0	33	9	13	10	16	5	17	21	16	19	17
"sll0800"	1	0	12	1	1	0	3	9	2	2	4	5	3
"sll0802"	1	0	20	3	4	1	5	5	6	8	4	7	6
"sll0803"	1	0	19	9	2	6	5	1	13	19	11	7	8
"sll0804"	1	0	47	49	21	24	44	31	46	60	51	51	52
"sll0807"	1	0	21	5	8	6	2	7	6	12	16	9	14
"sll0808"	1	0	35	11	8	10	11	14	14	9	17	18	20
"sll0809"	1	0	10	2	0	2	2	1	14	9	10	10	11
"sll0810"	1	0	40	21	17	28	20	14	37	26	35	35	27
"sll0811"	1	0	13	4	5	2	6	6	13	15	9	13	13
"sll0812"	1	0	22	25	30	20	25	26	26	21	36	30	30
"sll0813"	1	0	23	9	11	12	9	10	17	8	18	17	10
"sll0814"	1	0	20	12	7	10	12	15	12	11	12	8	14
"sll0815"	1	0	41	21	30	23	22	27	25	23	26	31	24
"sll0816"	1	0	42	11	12	8	12	6	19	20	26	23	14
"sll0817"	1	0	18	4	4	5	3	6	9	13	13	15	9
"sll0818"	1	0	32	6	6	6	10	10	12	19	13	8	17
"sll0819"	1	0	18	9	12	13	9	24	33	37	39	23	35
"sll0821"	1	0	133	55	59	54	45	59	102	101	84	98	98
"sll0822"	1	0	25	14	11	10	6	14	23	32	21	24	27
"sll0823"	1	0	49	27	26	23	24	27	39	32	34	33	34
"sll0825"	1	0	43	10	11	8	17	9	20	12	27	17	20
"sll0827"	1	0	63	27	12	23	25	22	41	46	39	48	46
"sll0828"	1	0	25	17	8	9	11	16	21	29	24	23	26
"sll0829"	1	0	7	2	4	2	0	4	1	6	0	1	2
"sll0830"	1	0	65	21	31	25	26	19	51	50	43	34	43
"sll0832"	1	0	27	17	13	16	16	21	38	48	45	52	41
"sll0833"	1	0	24	17	17	8	19	24	14	13	13	16	12
"sll0834"	1	0	44	28	18	24	12	20	44	41	31	31	26
"sll0837"	1	0	33	19	26	22	31	18	45	44	47	49	47
"sll0838"	1	0	18	3	6	7	7	5	11	8	11	8	12
"sll0839"	1	0	16	8	10	8	4	7	18	18	10	6	11
"sll0842"	1	0	44	16	16	14	18	16	48	49	54	52	40
"sll0843"	1	0	26	9	6	6	12	3	10	14	12	13	7
"sll0844"	1	0	44	43	55	59	42	24	36	40	45	52	33
"sll0846"	1	0	12	7	6	7	9	7	9	15	11	9	6
"sll0847"	1	0	25	9	15	6	14	8	11	12	7	4	9
"sll0848"	1	0	67	20	31	22	28	34	44	51	48	51	58
"sll0851"	1	0	32	28	27	22	32	23	88	79	81	83	75
"sll0853"	1	0	28	7	7	8	3	7	12	19	7	12	15
"sll0854"	1	0	32	16	25	24	18	10	16	28	24	19	24
"sll0855"	1	0	33	18	11	11	22	14	20	19	20	23	31
"sll0856"	1	0	21	4	4	11	11	6	21	21	32	24	18
"sll0857"	1	0	5	2	3	3	4	2	4	1	3	4	0
"sll0858"	1	0	41	29	28	24	15	32	40	54	70	55	57
"sll0860"	1	0	21	21	10	16	12	5	14	26	27	27	32
"sll0861"	1	0	43	42	36	37	35	31	40	37	38	36	47
"sll0862"	1	0	31	18	12	15	27	19	35	34	36	28	27
"sll0863"	1	0	18	14	12	19	15	16	24	18	17	24	18
"sll0864"	1	0	15	1	2	3	6	5	7	6	10	6	2
"sll0865"	1	0	92	26	25	27	24	26	55	48	47	50	54
"sll0867"	1	0	45	23	20	26	27	16	33	36	39	29	32
"sll0868"	1	0	70	27	31	35	34	21	83	84	80	83	71
"sll0869"	1	0	28	9	12	5	10	11	11	17	17	25	15
"sll0871"	1	0	18	11	7	11	13	4	20	16	10	13	9
"sll0872"	1	0	20	10	3	6	10	13	18	28	30	33	21
"sll0873"	1	0	27	11	13	12	15	10	26	15	28	29	16
"sll0875"	1	0	12	2	4	10	5	7	17	19	11	14	20
"sll0876"	1	0	10	12	8	7	11	6	9	8	10	6	14
"sll0877"	1	0	61	18	11	14	21	15	44	41	34	34	32
"sll0886"	1	0	32	23	15	27	28	12	27	31	24	27	27
"sll0887"	1	0	46	32	22	17	24	20	29	30	30	29	29
"sll0888"	1	0	21	2	3	3	3	3	6	4	4	3	7
"sll0891"	1	0	32	16	11	16	13	9	25	22	29	24	23
"sll0892"	1	0	15	4	2	9	8	2	8	9	7	8	5
"sll0895"	1	0	30	8	5	4	8	3	12	12	11	14	23
"sll0896"	1	0	12	15	13	4	8	11	6	4	8	8	14
"sll0897"	1	0	70	44	59	55	68	54	49	50	45	58	42
"sll0898"	1	0	38	15	16	11	16	22	19	28	18	31	36
"sll0899"	1	0	47	9	13	12	8	10	37	27	32	33	32
"sll0900"	1	0	22	5	9	7	8	2	6	12	10	18	6
"sll0901"	1	0	18	4	8	6	13	5	10	18	12	12	19
"sll0902"	1	0	39	20	18	20	27	14	44	39	37	30	32
"sll0905"	1	0	21	3	9	3	1	16	6	10	6	10	5
"sll0909"	1	0	40	12	9	18	13	18	19	33	38	29	28
"sll0910"	1	0	63	39	41	35	47	48	46	37	52	47	50
"sll0911"	1	0	25	11	7	10	10	7	11	10	12	26	17
"sll0912"	1	0	103	51	47	56	47	40	61	47	67	55	68
"sll0913"	1	0	13	0	4	2	0	3	6	3	5	5	5
"sll0914"	1	0	55	18	9	15	9	16	23	28	33	34	29
"sll0915"	1	0	67	30	14	19	28	17	71	56	59	57	41
"sll0916"	1	0	16	13	9	9	10	4	15	20	17	16	21
"sll0920"	1	0	146	83	54	69	76	58	133	136	127	137	135
"sll0921"	1	0	25	6	7	9	13	4	17	9	13	9	12
"sll0922"	1	0	14	8	3	5	8	5	6	9	7	9	15
"sll0923"	1	0	83	28	31	35	45	38	57	52	52	53	59
"sll0924"	1	0	22	19	22	17	24	22	2	10	5	9	8
"sll0925"	1	0	30	8	12	8	10	9	21	27	14	14	20
"sll0926"	1	0	42	13	10	11	13	10	19	17	17	26	16
"sll0927"	1	0	43	47	31	29	32	22	46	34	47	46	52
"sll0928"	1	0	27	22	19	21	22	20	30	34	31	36	44
"sll0930"	1	0	14	4	2	7	5	2	10	10	5	4	10
"sll0931"	1	0	17	23	14	18	13	23	15	15	14	17	8
"sll0932"	1	0	13	10	5	2	10	5	8	6	7	7	9
"sll0933"	1	0	19	14	9	8	11	6	17	15	15	22	12
"sll0934"	1	0	51	44	31	49	44	25	24	37	40	30	35
"sll0936"	1	0	66	32	36	26	31	32	59	55	52	37	38
"sll0938"	1	0	30	5	6	10	11	5	21	29	34	10	11
"sll0939"	1	0	21	17	21	21	16	21	19	24	26	20	24
"sll0943"	1	0	30	13	16	17	17	20	22	20	28	28	24
"sll0944"	1	0	14	6	3	2	4	0	10	11	6	5	6
"sll0945"	1	0	66	28	19	26	35	39	65	64	62	57	67
"sll0947"	1	0	27	7	3	7	11	4	11	17	14	15	13
"sll0980"	1	0	51	38	17	25	26	23	43	44	40	35	26
"sll0981"	1	0	20	19	5	10	10	17	17	12	18	19	16
"sll0982"	1	0	17	4	4	8	8	5	16	22	19	20	19
"sll0983"	1	0	31	5	14	13	11	13	13	26	13	22	13
"sll0984"	1	0	6	16	8	11	4	8	6	3	8	8	11
"sll0985"	1	0	71	27	21	24	31	28	35	45	47	45	33
"sll0986"	1	0	9	3	1	1	4	1	8	6	5	7	5
"sll0990"	1	0	38	32	37	41	36	28	60	71	47	57	58
"sll0992"	1	0	11	3	0	4	6	0	4	8	7	7	3
"sll0993"	1	0	34	4	10	9	5	5	10	16	22	13	11
"sll0994"	1	0	13	1	5	1	1	3	4	9	5	5	9
"sll0995"	1	0	23	9	6	9	16	17	9	17	17	18	15
"sll0996"	1	0	63	28	20	19	23	29	52	62	67	55	61
"sll0997"	1	0	38	23	22	22	16	19	37	39	34	43	34
"sll0998"	1	0	38	46	34	38	28	24	35	34	36	29	40
"sll1001"	1	0	37	9	15	19	18	12	27	27	27	21	33
"sll1002"	1	0	46	11	6	13	11	5	32	32	32	32	27
"sll1003"	1	0	99	22	18	31	28	26	64	53	66	58	47
"sll1004"	1	0	39	21	27	21	24	21	15	37	36	35	32
"sll1005"	1	0	25	12	6	8	10	4	11	15	19	13	20
"sll1006"	1	0	17	18	16	21	8	13	22	18	21	16	20
"sll1009"	1	0	22	9	9	12	22	13	19	21	25	25	25
"sll1011"	1	0	44	20	17	15	21	22	21	16	13	24	23
"sll1017"	1	0	12	7	10	8	5	9	4	17	11	11	9
"sll1018"	1	0	31	16	21	15	14	10	16	18	26	20	10
"sll1019"	1	0	39	19	13	23	27	26	22	31	30	32	38
"sll1020"	1	0	48	21	20	23	29	12	34	40	34	30	52
"sll1021"	1	0	111	42	52	36	49	37	70	76	62	76	60
"sll1022"	1	0	12	8	0	7	6	0	3	4	0	3	2
"sll1023"	1	0	37	24	10	24	18	20	18	21	18	19	21
"sll1024"	1	0	26	6	11	9	7	13	16	27	20	20	11
"sll1025"	1	0	15	3	4	5	8	4	8	5	8	5	15
"sll1027"	1	0	86	29	40	38	32	31	94	86	88	70	74
"sll1028"	1	0	7	4	6	5	9	5	21	15	23	16	14
"sll1029"	1	0	8	7	0	5	5	0	9	8	10	8	8
"sll1030"	1	0	11	2	4	3	2	2	5	9	6	9	10
"sll1031"	1	0	67	62	47	52	42	52	65	65	57	58	50
"sll1032"	1	0	10	1	3	5	2	1	21	15	19	16	9
"sll1033"	1	0	53	23	22	31	23	18	73	65	63	50	57
"sll1035"	1	0	32	14	5	7	16	5	14	21	18	19	16
"sll1036"	1	0	25	6	6	9	11	7	20	20	28	17	13
"sll1037"	1	0	43	15	11	15	20	9	34	26	26	20	20
"sll1039"	1	0	45	22	7	18	15	20	45	42	33	34	39
"sll1040"	1	0	82	50	57	57	60	41	78	74	69	73	68
"sll1041"	1	0	30	13	17	22	21	20	13	19	7	30	21
"sll1043"	1	0	114	86	62	69	80	60	148	134	150	142	133
"sll1045"	1	0	13	22	12	11	11	8	8	11	3	10	5
"sll1049"	1	0	55	19	29	20	15	16	34	27	45	43	37
"sll1051"	1	0	23	6	9	6	17	4	17	9	11	9	16
"sll1052"	1	0	7	1	4	1	1	2	1	1	0	0	0
"sll1053"	1	0	67	21	12	23	24	15	57	61	76	44	36
"sll1054"	1	0	21	13	13	8	10	4	17	20	18	17	18
"sll1056"	1	0	42	7	12	9	14	14	40	31	29	35	27
"sll1057"	1	0	13	4	0	2	7	2	7	2	5	4	2
"sll1058"	1	0	30	18	9	9	7	11	22	19	21	26	16
"sll1059"	1	0	24	10	17	11	11	8	25	36	37	39	32
"sll1060"	1	0	109	42	35	34	49	43	54	66	69	64	50
"sll1061"	1	0	37	18	6	13	7	6	22	27	19	20	17
"sll1062"	1	0	28	14	14	10	12	10	13	10	10	11	21
"sll1063"	1	0	12	0	3	3	0	2	3	4	8	4	1
"sll1064"	1	0	45	28	11	12	12	13	18	25	26	27	16
"sll1068"	1	0	13	4	4	1	2	6	7	8	4	6	7
"sll1069"	1	0	42	20	20	18	8	15	39	36	48	42	45
"sll1070"	1	0	65	48	38	47	51	34	98	92	90	85	101
"sll1071"	1	0	27	12	14	10	12	12	19	25	23	17	19
"sll1072"	1	0	22	12	14	10	8	14	27	28	18	26	24
"sll1074"	1	0	119	61	53	52	69	51	125	118	113	116	113
"sll1076"	1	0	100	48	30	38	48	35	48	59	54	71	50
"sll1077"	1	0	47	15	5	9	11	11	29	43	35	39	23
"sll1078"	1	0	12	11	12	17	11	9	16	27	16	14	17
"sll1079"	1	0	32	11	8	12	15	14	60	51	52	48	53
"sll1080"	1	0	35	21	28	24	20	26	43	33	37	33	29
"sll1081"	1	0	27	15	18	8	9	10	12	16	10	13	14
"sll1082"	1	0	52	31	34	38	27	21	47	49	54	51	53
"sll1084"	1	0	98	27	21	33	37	21	68	46	62	47	41
"sll1085"	1	0	65	16	10	18	23	18	36	34	38	38	32
"sll1086"	1	0	8	2	3	1	1	0	2	2	1	4	1
"sll1087"	1	0	14	9	4	6	4	11	14	19	12	19	20
"sll1089"	1	0	13	3	2	11	8	6	20	20	23	19	24
"sll1091"	1	0	83	57	43	53	66	47	87	87	96	92	99
"sll1092"	1	0	15	7	7	8	6	12	14	18	16	16	18
"sll1094"	1	0	10	3	2	0	0	0	2	4	6	6	8
"sll1095"	1	0	11	9	5	4	8	8	5	5	8	5	5
"sll1096"	1	0	30	15	10	12	24	10	10	9	11	7	16
"sll1097"	1	0	36	41	40	36	39	35	72	66	60	73	62
"sll1098"	1	0	110	47	50	42	44	60	108	118	106	113	104
"sll1099"	1	0	76	93	157	111	131	114	314	341	325	318	294
"sll1101"	1	0	32	18	17	15	17	29	21	26	24	27	42
"sll1102"	1	0	10	3	4	4	7	3	4	11	2	9	11
"sll1103"	1	0	15	9	11	13	9	10	9	11	12	12	6
"sll1104"	1	0	18	6	3	9	8	1	6	16	18	11	18
"sll1106"	1	0	22	8	3	7	6	10	21	23	16	21	27
"sll1107"	1	0	19	4	4	11	5	2	5	6	6	10	12
"sll1108"	1	0	29	19	14	15	16	4	24	25	18	22	25
"sll1109"	1	0	4	1	2	1	3	1	11	12	15	2	2
"sll1110"	1	0	96	56	52	48	58	58	101	104	97	107	111
"sll1112"	1	0	4	5	8	5	8	7	9	5	5	6	6
"sll1118"	1	0	15	11	4	8	8	8	21	17	10	19	15
"sll1119"	1	0	26	16	18	12	18	14	16	17	17	24	15
"sll1120"	1	0	157	57	65	67	51	64	92	88	106	82	90
"sll1121"	1	0	86	29	42	39	43	27	71	51	65	61	59
"sll1123"	1	0	21	4	4	9	6	4	8	16	12	11	8
"sll1124"	1	0	124	34	41	49	52	46	90	70	61	64	60
"sll1127"	1	0	39	19	11	18	17	14	29	36	35	34	30
"sll1129"	1	0	25	9	8	10	7	12	19	22	21	24	20
"sll1130"	1	0	21	19	19	16	16	8	23	31	30	29	35
"sll1131"	1	0	13	10	9	7	7	5	9	6	9	9	10
"sll1132"	1	0	16	3	2	4	1	2	7	8	12	7	5
"sll1135"	1	0	21	8	9	9	10	10	27	19	16	21	24
"sll1138"	1	0	36	12	15	8	17	9	23	21	30	20	20
"sll1142"	1	0	23	9	7	5	3	5	23	25	20	20	31
"sll1143"	1	0	131	77	52	59	53	52	91	94	95	74	90
"sll1144"	1	0	46	25	26	20	35	19	33	42	41	42	35
"sll1147"	1	0	13	0	3	2	2	0	6	5	7	10	16
"sll1150"	1	0	11	7	7	6	3	5	12	12	8	6	3
"sll1151"	1	0	53	24	20	18	20	14	32	32	33	30	24
"sll1154"	1	0	21	11	13	14	13	18	7	12	14	13	15
"sll1155"	1	0	13	10	6	7	7	2	6	7	9	6	7
"sll1156"	1	0	14	9	5	7	2	5	11	8	8	6	5
"sll1157"	1	0	11	14	15	13	10	10	13	19	17	12	7
"sll1158"	1	0	16	10	3	6	3	8	12	12	9	18	13
"sll1159"	1	0	30	5	6	2	8	5	10	20	22	14	11
"sll1160"	1	0	16	6	9	7	2	2	11	13	7	8	8
"sll1161"	1	0	53	33	29	35	32	22	37	35	29	29	39
"sll1162"	1	0	13	2	7	6	1	5	3	8	3	7	6
"sll1163"	1	0	6	1	2	3	2	2	1	5	3	1	5
"sll1164"	1	0	21	7	10	14	10	3	12	20	16	16	15
"sll1165"	1	0	136	45	37	56	59	44	151	122	115	108	108
"sll1166"	1	0	38	16	14	16	18	17	16	13	18	23	21
"sll1167"	1	0	29	10	6	8	5	9	12	12	8	19	19
"sll1169"	1	0	32	12	12	16	7	12	18	9	17	20	14
"sll1170"	1	0	71	26	25	25	20	24	46	53	46	41	50
"sll1172"	1	0	44	35	31	37	38	20	59	48	54	42	51
"sll1173"	1	0	32	17	20	10	15	9	18	25	28	20	26
"sll1174"	1	0	20	2	1	0	0	2	10	8	14	6	7
"sll1178"	1	0	83	42	49	59	48	51	84	72	83	84	77
"sll1180"	1	0	110	52	40	60	51	29	80	85	63	74	73
"sll1181"	1	0	91	65	47	55	49	47	86	72	76	75	67
"sll1182"	1	0	16	7	7	6	5	6	7	7	6	12	9
"sll1184"	1	0	49	25	16	23	34	22	54	43	54	54	69
"sll1185"	1	0	45	26	25	26	23	25	52	59	41	51	47
"sll1186"	1	0	28	20	13	21	13	11	19	12	11	11	24
"sll1187"	1	0	13	10	7	11	7	5	14	7	9	11	9
"sll1188"	1	0	24	7	13	4	4	10	26	30	24	28	22
"sll1189"	1	0	38	14	19	13	10	9	29	27	29	19	20
"sll1191"	1	0	8	6	5	8	7	8	9	10	8	8	12
"sll1192"	1	0	5	1	2	1	2	0	3	4	5	4	4
"sll1193"	1	0	40	30	19	27	15	23	35	31	43	26	34
"sll1194"	1	0	14	12	10	8	17	14	29	37	40	37	51
"sll1196"	1	0	51	44	43	45	49	69	49	47	53	45	44
"sll1198"	1	0	23	16	16	16	9	8	24	19	17	16	23
"sll1200"	1	0	24	10	1	5	5	11	14	8	14	5	8
"sll1201"	1	0	11	1	0	0	0	0	4	5	3	4	3
"sll1202"	1	0	34	12	6	3	9	7	21	21	20	20	25
"sll1203"	1	0	51	23	29	18	29	24	47	51	50	54	42
"sll1204"	1	0	11	1	0	6	2	3	4	5	2	3	3
"sll1205"	1	0	29	11	7	13	18	9	22	25	14	20	19
"sll1206"	1	0	47	28	31	27	19	24	40	36	35	31	32
"sll1209"	1	0	83	24	27	32	37	25	55	52	70	54	63
"sll1212"	1	0	58	37	20	36	32	42	39	50	44	41	41
"sll1213"	1	0	47	27	26	24	20	21	46	43	44	46	32
"sll1214"	1	0	71	41	41	39	38	31	50	57	48	61	55
"sll1217"	1	0	38	18	25	21	20	14	23	29	20	33	22
"sll1218"	1	0	18	9	1	7	5	9	9	10	7	12	12
"sll1219"	1	0	7	1	1	2	5	4	4	2	5	7	2
"sll1220"	1	0	24	10	7	8	10	11	10	16	13	12	17
"sll1221"	1	0	77	35	32	49	40	65	103	95	95	83	86
"sll1222"	1	0	35	19	24	21	23	21	30	20	28	29	41
"sll1223"	1	0	39	16	14	15	20	12	36	43	30	42	30
"sll1224"	1	0	25	12	7	3	10	2	16	15	12	17	11
"sll1225"	1	0	15	5	4	3	2	4	7	11	15	12	8
"sll1226"	1	0	78	22	17	19	33	12	56	42	57	60	51
"sll1228"	1	0	56	28	24	29	35	15	43	33	41	42	42
"sll1229"	1	0	42	16	21	9	16	18	25	31	21	31	39
"sll1231"	1	0	41	18	11	9	19	12	19	24	29	28	24
"sll1232"	1	0	7	5	2	1	2	4	3	2	4	1	4
"sll1233"	1	0	31	16	20	26	18	13	29	40	41	35	32
"sll1234"	1	0	50	20	25	31	24	21	53	49	47	51	50
"sll1236"	1	0	17	6	7	6	8	7	19	16	13	14	6
"sll1237"	1	0	27	9	13	19	15	17	21	21	18	22	12
"sll1239"	1	0	34	15	13	12	15	14	30	18	23	15	15
"sll1240"	1	0	21	6	3	5	1	3	9	16	17	11	11
"sll1241"	1	0	68	55	57	65	75	71	68	72	76	69	75
"sll1242"	1	0	74	46	56	59	61	51	65	59	72	71	70
"sll1244"	1	0	28	20	22	30	34	27	18	30	44	40	58
"sll1245"	1	0	5	2	3	1	0	5	2	0	2	2	1
"sll1247"	1	0	80	35	39	23	36	37	57	30	35	50	40
"sll1249"	1	0	51	20	17	23	15	14	25	38	32	38	35
"sll1250"	1	0	13	13	14	13	6	7	11	20	6	12	10
"sll1251"	1	0	34	32	25	26	23	28	43	26	27	34	25
"sll1252"	1	0	40	14	18	12	17	8	33	24	29	26	29
"sll1253"	1	0	124	47	57	47	56	48	82	73	76	67	75
"sll1254"	1	0	30	7	14	11	6	10	20	22	20	22	19
"sll1255"	1	0	5	1	0	0	0	0	4	4	8	2	2
"sll1258"	1	0	19	2	4	2	2	3	26	11	17	12	12
"sll1260"	1	0	58	28	24	32	29	31	38	64	59	61	56
"sll1261"	1	0	52	46	27	39	33	39	76	82	88	83	84
"sll1262"	1	0	16	6	5	5	4	6	15	15	14	13	11
"sll1263"	1	0	10	0	0	1	2	3	7	6	3	4	3
